Date,Open,High,Low,Close,Adj Close,Volume
2017-06-08,108.169998,109.779999,107.769997,109.680000,109.680000,1843100
2017-06-09,109.750000,110.660004,101.820000,103.739998,103.739998,3859200
2017-06-12,102.199997,103.690002,99.500000,102.320000,102.320000,4478100
2017-06-13,103.550003,103.889999,101.300003,102.220001,102.220001,2071500
2017-06-14,102.760002,104.139999,100.750000,102.160004,102.160004,2139100
2017-06-15,99.949997,101.820000,99.010002,101.260002,101.260002,2348700
2017-06-16,101.589996,102.209999,100.690002,101.199997,101.199997,1557700
2017-06-19,102.239998,104.180000,101.959999,103.599998,103.599998,1552000
2017-06-20,103.830002,105.300003,102.779999,103.010002,103.010002,1922000
2017-06-21,103.820000,105.820000,103.360001,105.620003,105.620003,1734600
2017-06-22,105.940002,108.080002,104.660004,106.930000,106.930000,2327700
2017-06-23,106.989998,108.550003,106.470001,107.790001,107.790001,2329600
2017-06-26,107.900002,108.790001,106.779999,108.349998,108.349998,2229000
2017-06-27,107.900002,109.000000,106.410004,106.769997,106.769997,3355800
2017-06-28,107.470001,109.129997,106.709999,108.809998,108.809998,2611300
2017-06-29,108.470001,108.809998,104.510002,105.820000,105.820000,2365400
2017-06-30,106.139999,106.680000,104.820000,106.000000,106.000000,1538900
2017-07-03,106.550003,106.550003,103.220001,103.580002,103.580002,1209900
2017-07-05,104.339996,105.639999,104.129997,105.110001,105.110001,1758300
2017-07-06,104.050003,105.699997,103.800003,104.540001,104.540001,1664700
2017-07-07,104.529999,106.849998,104.529999,106.290001,106.290001,1585800
2017-07-10,106.660004,108.470001,106.290001,108.190002,108.190002,1381500
2017-07-11,107.730003,110.000000,107.180000,109.199997,109.199997,1633800
2017-07-12,110.000000,113.010002,109.580002,112.260002,112.260002,1756500
2017-07-13,112.680000,112.970001,111.120003,111.230003,111.230003,1545600
2017-07-14,108.800003,110.709999,108.050003,110.379997,110.379997,3089300
2017-07-17,110.739998,111.190002,109.320000,110.000000,110.000000,1929300
2017-07-18,109.830002,111.050003,109.230003,110.779999,110.779999,1673300
2017-07-19,111.000000,111.680000,110.099998,110.120003,110.120003,1501600
2017-07-20,110.150002,110.650002,109.029999,109.839996,109.839996,1634300
2017-07-21,109.879997,109.930000,107.580002,108.190002,108.190002,2151600
2017-07-24,108.379997,108.500000,107.309998,107.949997,107.949997,2248500
2017-07-25,108.110001,108.180000,106.800003,107.779999,107.779999,1904000
2017-07-26,107.959999,110.110001,107.860001,109.720001,109.720001,2874500
2017-07-27,115.129997,115.849998,108.209999,110.540001,110.540001,5051400
2017-07-28,109.750000,111.669998,108.900002,111.650002,111.650002,2083400
2017-07-31,111.870003,112.360001,108.949997,110.449997,110.449997,2055700
2017-08-01,110.879997,111.760002,110.099998,110.750000,110.750000,1557000
2017-08-02,110.820000,110.919998,105.889999,107.169998,107.169998,1944900
2017-08-03,107.269997,107.790001,105.930000,107.120003,107.120003,1566200
2017-08-04,107.389999,109.820000,107.110001,109.709999,109.709999,1780600
2017-08-07,109.650002,109.750000,108.470001,108.760002,108.760002,1009600
2017-08-08,108.209999,108.459999,107.110001,107.680000,107.680000,801400
2017-08-09,106.870003,107.860001,106.629997,107.330002,107.330002,894300
2017-08-10,106.769997,107.000000,103.000000,104.419998,104.419998,1706900
2017-08-11,104.930000,106.830002,104.239998,106.050003,106.050003,957000
2017-08-14,106.849998,108.570000,106.320000,107.900002,107.900002,973000
2017-08-15,107.750000,108.349998,106.709999,107.309998,107.309998,920300
2017-08-16,107.889999,109.830002,107.570000,109.500000,109.500000,899500
2017-08-17,109.040001,109.690002,106.739998,106.860001,106.860001,1245200
2017-08-18,106.830002,108.660004,106.279999,107.230003,107.230003,979800
2017-08-21,107.019997,108.970001,107.019997,108.809998,108.809998,1114200
2017-08-22,109.000000,110.769997,108.860001,110.410004,110.410004,1249900
2017-08-23,109.300003,110.980003,108.839996,109.839996,109.839996,974200
2017-08-24,110.070000,110.930000,109.610001,110.669998,110.669998,728400
2017-08-25,110.949997,112.680000,110.449997,110.589996,110.589996,1197900
2017-08-28,111.000000,112.110001,109.699997,111.910004,111.910004,1193200
2017-08-29,110.620003,112.199997,110.139999,111.750000,111.750000,1006400
2017-08-30,111.610001,115.809998,111.610001,114.269997,114.269997,1304400
2017-08-31,114.550003,116.540001,114.510002,116.190002,116.190002,1465600
2017-09-01,116.300003,116.510002,114.529999,115.489998,115.489998,958400
2017-09-05,115.580002,116.400002,114.410004,116.150002,116.150002,1021100
2017-09-06,116.389999,116.699997,114.080002,114.680000,114.680000,1111700
2017-09-07,115.330002,118.639999,115.330002,117.779999,117.779999,1588000
2017-09-08,117.620003,118.629997,116.379997,116.400002,116.400002,1246700
2017-09-11,117.709999,118.629997,117.400002,117.669998,117.669998,1690300
2017-09-12,117.940002,118.169998,115.139999,116.260002,116.260002,1323700
2017-09-13,116.169998,116.889999,115.690002,116.050003,116.050003,1025300
2017-09-14,115.500000,116.720001,114.500000,115.959999,115.959999,1593500
2017-09-15,116.489998,116.839996,114.760002,116.110001,116.110001,1001600
2017-09-18,116.629997,117.660004,115.959999,116.510002,116.510002,1127800
2017-09-19,116.849998,116.970001,115.940002,116.680000,116.680000,1238700
2017-09-20,116.419998,116.750000,114.199997,115.400002,115.400002,1086200
2017-09-21,115.290001,115.639999,113.930000,115.019997,115.019997,857500
2017-09-22,114.760002,116.139999,114.680000,115.809998,115.809998,630300
2017-09-25,115.800003,115.849998,111.410004,111.839996,111.839996,1333100
2017-09-26,112.879997,112.949997,110.169998,111.790001,111.790001,1529700
2017-09-27,112.489998,116.580002,112.430000,115.500000,115.500000,1771400
2017-09-28,115.190002,116.720001,114.709999,116.650002,116.650002,1045200
2017-09-29,116.809998,117.790001,116.199997,117.529999,117.529999,1145700
2017-10-02,117.650002,118.459999,116.220001,116.800003,116.800003,1511700
2017-10-03,116.800003,118.290001,116.449997,117.830002,117.830002,726800
2017-10-04,118.150002,118.260002,116.629997,118.059998,118.059998,660200
2017-10-05,118.309998,119.470001,117.099998,119.379997,119.379997,951900
2017-10-06,118.730003,121.760002,118.550003,121.750000,121.750000,1285600
2017-10-09,122.000000,122.449997,120.860001,121.330002,121.330002,1131700
2017-10-10,121.879997,122.029999,120.139999,120.959999,120.959999,788100
2017-10-11,120.860001,121.070000,119.269997,120.680000,120.680000,812200
2017-10-12,120.419998,122.419998,120.419998,121.970001,121.970001,1441000
2017-10-13,122.879997,123.129997,121.709999,122.290001,122.290001,826500
2017-10-16,122.250000,122.669998,121.360001,121.400002,121.400002,834800
2017-10-17,121.540001,122.800003,121.000000,122.750000,122.750000,1084200
2017-10-18,123.209999,123.580002,120.669998,120.769997,120.769997,1134000
2017-10-19,120.480003,120.870003,118.959999,120.809998,120.809998,1066400
2017-10-20,121.400002,124.870003,120.849998,124.820000,124.820000,1793000
2017-10-23,128.990005,129.559998,123.400002,123.989998,123.989998,1846800
2017-10-24,124.489998,126.279999,123.269997,125.889999,125.889999,2054200
2017-10-25,126.720001,127.750000,124.279999,124.620003,124.620003,3199900
2017-10-26,119.980003,127.339996,118.500000,126.139999,126.139999,4291700
2017-10-27,126.000000,126.779999,122.910004,125.730003,125.730003,2629300
2017-10-30,125.279999,125.849998,123.940002,125.050003,125.050003,1132000
2017-10-31,125.110001,126.800003,124.769997,126.370003,126.370003,1457500
2017-11-01,127.199997,127.500000,123.199997,124.510002,124.510002,1137500
2017-11-02,123.919998,125.000000,122.660004,124.339996,124.339996,864900
2017-11-03,124.250000,125.449997,123.150002,124.910004,124.910004,1151000
2017-11-06,125.500000,125.989998,124.430000,124.730003,124.730003,777400
2017-11-07,125.000000,125.839996,123.739998,125.529999,125.529999,1031100
2017-11-08,124.419998,127.949997,124.300003,127.620003,127.620003,1639200
2017-11-09,127.400002,127.400002,124.099998,125.550003,125.550003,909200
2017-11-10,125.150002,126.300003,125.050003,125.980003,125.980003,958500
2017-11-13,124.599998,125.230003,123.440002,125.029999,125.029999,893800
2017-11-14,124.860001,125.199997,123.730003,124.480003,124.480003,954200
2017-11-15,123.459999,124.900002,122.010002,123.320000,123.320000,622200
2017-11-16,123.570000,126.370003,123.510002,125.720001,125.720001,1150400
2017-11-17,125.839996,127.629997,125.410004,127.540001,127.540001,1124400
2017-11-20,127.529999,129.479996,127.480003,127.669998,127.669998,999100
2017-11-21,128.179993,130.050003,127.830002,128.070007,128.070007,1756300
2017-11-22,127.919998,128.869995,127.290001,127.449997,127.449997,530200
2017-11-24,128.080002,128.800003,128.000000,128.300003,128.300003,506200
2017-11-27,128.500000,128.759995,126.540001,126.989998,126.989998,832400
2017-11-28,127.029999,127.029999,125.300003,126.629997,126.629997,1105500
2017-11-29,125.860001,126.730003,120.360001,120.589996,120.589996,2708800
2017-11-30,120.980003,123.709999,120.150002,123.000000,123.000000,1607500
2017-12-01,122.550003,123.809998,121.040001,122.660004,122.660004,1239800
2017-12-04,123.599998,123.669998,113.330002,113.620003,113.620003,3974800
2017-12-05,116.389999,119.379997,112.839996,116.199997,116.199997,2203300
2017-12-06,115.470001,118.160004,114.809998,117.760002,117.760002,1658000
2017-12-07,117.839996,121.389999,117.360001,121.000000,121.000000,1823200
2017-12-08,122.099998,123.870003,121.529999,121.809998,121.809998,1025000
2017-12-11,122.410004,123.660004,122.250000,123.089996,123.089996,2546800
2017-12-12,122.639999,123.150002,120.160004,121.010002,121.010002,2216700
2017-12-13,121.660004,123.510002,121.660004,123.370003,123.370003,1456000
2017-12-14,123.870003,126.209999,123.620003,126.169998,126.169998,1894800
2017-12-15,125.959999,129.520004,125.870003,129.500000,129.500000,1910900
2017-12-18,130.589996,131.110001,130.169998,130.690002,130.690002,2293200
2017-12-19,130.039993,130.660004,128.710007,129.960007,129.960007,2297500
2017-12-20,130.190002,130.509995,128.110001,129.000000,129.000000,1513200
2017-12-21,129.179993,129.740005,128.509995,128.970001,128.970001,1670600
2017-12-22,128.750000,129.330002,127.839996,129.190002,129.190002,1130100
2017-12-26,128.960007,129.910004,128.229996,129.320007,129.320007,745700
2017-12-27,129.539993,130.880005,129.050003,130.259995,130.259995,841100
2017-12-28,130.800003,130.899994,129.639999,130.690002,130.690002,973400
2017-12-29,130.539993,131.259995,130.169998,130.389999,130.389999,676000
2018-01-02,131.000000,132.350006,130.139999,131.729996,131.729996,1282700
2018-01-03,132.000000,133.250000,131.740005,132.910004,132.910004,1580900
2018-01-04,133.880005,135.089996,133.779999,133.850006,133.850006,1361900
2018-01-05,134.949997,135.130005,133.899994,135.009995,135.009995,1183000
2018-01-08,135.050003,136.089996,134.869995,135.300003,135.300003,1337200
2018-01-09,135.649994,136.399994,134.619995,135.449997,135.449997,1305800
2018-01-10,134.960007,136.410004,134.360001,136.229996,136.229996,1903700
2018-01-11,136.589996,137.779999,136.240005,137.580002,137.580002,1515700
2018-01-12,137.639999,139.059998,137.080002,138.190002,138.190002,1199700
2018-01-16,141.320007,141.660004,139.210007,139.789993,139.789993,3150300
2018-01-17,140.830002,140.929993,139.000000,140.789993,140.789993,1775400
2018-01-18,140.750000,141.479996,140.000000,141.130005,141.130005,1292800
2018-01-19,141.229996,142.520004,141.020004,142.270004,142.270004,1605200
2018-01-22,142.330002,144.080002,141.759995,143.899994,143.899994,1379500
2018-01-23,144.589996,144.990005,143.559998,144.429993,144.429993,1374400
2018-01-24,144.419998,146.669998,144.369995,145.440002,145.440002,1432500
2018-01-25,146.889999,146.899994,145.419998,145.539993,145.539993,1220700
2018-01-26,147.160004,149.820007,146.380005,149.740005,149.740005,1474600
2018-01-29,149.589996,150.850006,146.830002,147.089996,147.089996,2414800
2018-01-30,146.070007,147.440002,145.630005,146.589996,146.589996,2369500
2018-01-31,148.679993,150.100006,147.759995,148.869995,148.869995,2881300
2018-02-01,151.759995,156.539993,151.330002,152.809998,152.809998,4230800
2018-02-02,150.509995,151.940002,147.330002,149.759995,149.759995,2826700
2018-02-05,147.289993,157.000000,145.429993,147.389999,147.389999,3788700
2018-02-06,144.910004,149.380005,143.490005,149.020004,149.020004,2963100
2018-02-07,148.619995,154.029999,148.070007,153.169998,153.169998,2462800
2018-02-08,153.000000,153.500000,140.100006,140.100006,140.100006,3737300
2018-02-09,142.139999,146.759995,137.600006,145.160004,145.160004,2836200
2018-02-12,146.970001,148.630005,145.240005,147.240005,147.240005,1614800
2018-02-13,146.039993,148.320007,145.570007,147.550003,147.550003,1431500
2018-02-14,147.270004,149.000000,146.300003,147.740005,147.740005,1852100
2018-02-15,148.949997,152.789993,147.800003,152.539993,152.539993,1881300
2018-02-16,151.929993,156.190002,151.179993,154.029999,154.029999,1896300
2018-02-20,152.899994,158.130005,152.029999,156.759995,156.759995,1755300
2018-02-21,156.360001,160.729996,156.309998,157.580002,157.580002,1924000
2018-02-22,157.779999,159.309998,155.690002,156.050003,156.050003,1170300
2018-02-23,156.860001,160.630005,156.860001,160.399994,160.399994,1035800
2018-02-26,160.800003,162.639999,159.660004,160.570007,160.570007,1205100
2018-02-27,161.270004,164.240005,160.750000,163.339996,163.339996,1997900
2018-02-28,163.270004,165.679993,160.869995,161.009995,161.009995,1934800
2018-03-01,162.619995,164.259995,157.880005,159.570007,159.570007,2001700
2018-03-02,158.649994,167.100006,157.529999,166.669998,166.669998,2189600
2018-03-05,164.759995,169.190002,163.809998,168.300003,168.300003,2047100
2018-03-06,169.399994,171.910004,168.410004,171.070007,171.070007,2735000
2018-03-07,169.449997,174.190002,169.380005,173.059998,173.059998,1654500
2018-03-08,174.679993,175.649994,172.399994,172.990005,172.990005,1851400
2018-03-09,174.339996,174.990005,172.460007,172.759995,172.759995,2359500
2018-03-12,172.759995,175.899994,171.559998,174.429993,174.429993,2120300
2018-03-13,175.990005,175.990005,172.169998,173.960007,173.960007,1842600
2018-03-14,175.369995,176.559998,173.490005,175.339996,175.339996,1402800
2018-03-15,175.960007,176.000000,170.910004,173.830002,173.830002,1657200
2018-03-16,174.820007,175.000000,169.070007,169.979996,169.979996,2442400
2018-03-19,169.800003,172.779999,167.419998,169.809998,169.809998,1974800
2018-03-20,169.869995,173.369995,169.229996,172.110001,172.110001,3001100
2018-03-21,171.990005,176.199997,171.500000,173.190002,173.190002,1900400
2018-03-22,171.339996,172.830002,168.000000,168.759995,168.759995,1644300
2018-03-23,168.979996,169.300003,164.520004,164.770004,164.770004,2005900
2018-03-26,168.550003,172.039993,167.820007,171.449997,171.449997,2042300
2018-03-27,173.210007,173.380005,161.360001,162.820007,162.820007,2038500
2018-03-28,163.000000,164.020004,157.160004,159.679993,159.679993,3078900
2018-03-29,161.600006,167.460007,160.270004,165.449997,165.449997,2261500
2018-04-02,164.440002,165.850006,159.240005,161.619995,161.619995,1900300
2018-04-03,166.600006,167.970001,160.070007,161.770004,161.770004,1817700
2018-04-04,156.500000,164.990005,156.000000,164.690002,164.690002,2060400
2018-04-05,166.779999,168.160004,164.619995,165.770004,165.770004,1762700
2018-04-06,163.960007,166.880005,161.240005,162.940002,162.940002,1177500
2018-04-09,164.559998,166.350006,162.649994,162.889999,162.889999,1237100
2018-04-10,166.250000,167.429993,162.130005,166.580002,166.580002,1774600
2018-04-11,165.080002,168.240005,164.470001,166.500000,166.500000,2252600
2018-04-12,166.729996,170.169998,166.539993,168.570007,168.570007,1554900
2018-04-13,170.080002,171.300003,164.789993,166.899994,166.899994,1342000
2018-04-16,168.509995,170.720001,167.270004,169.449997,169.449997,1245700
2018-04-17,171.000000,175.029999,171.000000,174.539993,174.539993,1700900
2018-04-18,175.389999,175.539993,171.210007,174.300003,174.300003,1658900
2018-04-19,173.289993,174.360001,170.889999,172.990005,172.990005,1525500
2018-04-20,171.690002,172.550003,167.929993,168.899994,168.899994,1861100
2018-04-23,169.919998,170.229996,166.619995,167.509995,167.509995,1926300
2018-04-24,169.190002,169.610001,158.169998,160.660004,160.660004,3176300
2018-04-25,162.449997,162.789993,157.250000,158.000000,158.000000,4104600
2018-04-26,160.000000,167.610001,156.179993,165.160004,165.160004,3801300
2018-04-27,166.779999,167.100006,160.369995,163.179993,163.179993,2240300
2018-04-30,163.179993,166.910004,163.179993,166.139999,166.139999,1890600
2018-05-01,165.360001,166.740005,163.270004,165.419998,165.419998,1419700
2018-05-02,164.559998,167.910004,164.190002,165.500000,165.500000,1253400
2018-05-03,165.789993,169.539993,164.919998,168.729996,168.729996,1945100
2018-05-04,168.699997,173.089996,167.460007,171.220001,171.220001,1842800
2018-05-07,172.089996,176.889999,171.839996,176.020004,176.020004,2163600
2018-05-08,172.610001,176.130005,170.729996,176.029999,176.029999,3157400
2018-05-09,177.270004,180.979996,175.830002,180.039993,180.039993,2229100
2018-05-10,181.130005,182.589996,178.539993,178.979996,178.979996,3081700
2018-05-11,179.220001,180.039993,177.309998,178.869995,178.869995,1527400
2018-05-14,178.860001,179.500000,173.490005,173.729996,173.729996,1806000
2018-05-15,171.979996,174.550003,168.789993,173.419998,173.419998,1749000
2018-05-16,173.009995,174.000000,170.020004,171.149994,171.149994,1606200
2018-05-17,171.130005,171.940002,169.250000,171.710007,171.710007,1444300
2018-05-18,171.759995,174.559998,171.500000,173.940002,173.940002,1190600
2018-05-21,175.270004,177.369995,170.580002,171.449997,171.449997,1083600
2018-05-22,172.210007,172.839996,168.080002,170.259995,170.259995,1192700
2018-05-23,168.699997,174.070007,168.699997,173.960007,173.960007,1232500
2018-05-24,174.070007,176.720001,172.919998,175.520004,175.520004,1551400
2018-05-25,175.190002,177.490005,174.710007,176.720001,176.720001,1341100
2018-05-29,176.000000,177.380005,174.610001,176.300003,176.300003,1407000
2018-05-30,177.320007,179.850006,176.009995,178.470001,178.470001,2221900
2018-05-31,178.110001,181.410004,177.199997,177.610001,177.610001,2002600
2018-06-01,179.059998,181.570007,177.300003,181.509995,181.509995,1276900
2018-06-04,182.570007,184.470001,181.210007,183.500000,183.500000,1541600
2018-06-05,184.190002,186.949997,184.029999,186.089996,186.089996,1525700
2018-06-06,186.559998,187.389999,185.360001,186.419998,186.419998,1410100
2018-06-07,187.000000,187.000000,174.320007,177.449997,177.449997,2853400
2018-06-08,177.699997,180.020004,176.220001,178.190002,178.190002,2018100
2018-06-11,178.460007,180.500000,177.050003,180.080002,180.080002,1191300
2018-06-12,180.559998,182.550003,179.809998,181.839996,181.839996,1420500
2018-06-13,183.229996,183.949997,179.449997,181.229996,181.229996,1395600
2018-06-14,182.589996,187.229996,182.509995,185.339996,185.339996,2617400
2018-06-15,184.970001,186.589996,181.250000,186.350006,186.350006,1717400
2018-06-18,185.360001,186.710007,183.000000,186.410004,186.410004,1395200
2018-06-19,183.580002,184.250000,179.309998,183.610001,183.610001,1503600
2018-06-20,185.000000,188.589996,184.470001,184.759995,184.759995,1718700
2018-06-21,185.000000,186.570007,179.940002,180.270004,180.270004,1299900
2018-06-22,178.580002,178.580002,172.509995,176.699997,176.699997,2354600
2018-06-25,174.429993,175.000000,169.460007,171.389999,171.389999,1923400
2018-06-26,172.089996,174.139999,170.070007,170.850006,170.850006,1506300
2018-06-27,172.210007,175.740005,167.360001,167.970001,167.970001,1942700
2018-06-28,167.839996,173.800003,167.500000,172.410004,172.410004,1489200
2018-06-29,174.000000,175.250000,171.559998,172.470001,172.470001,1053100
2018-07-02,171.610001,177.690002,170.389999,177.600006,177.600006,1680100
2018-07-03,178.029999,179.350006,176.570007,177.190002,177.190002,757100
2018-07-05,178.190002,180.449997,177.830002,179.429993,179.429993,1240600
2018-07-06,179.399994,183.279999,178.639999,182.160004,182.160004,781500
2018-07-09,183.229996,185.259995,181.100006,184.850006,184.850006,1493500
2018-07-10,185.229996,186.479996,183.389999,185.600006,185.600006,1221400
2018-07-11,183.369995,188.179993,183.369995,187.179993,187.179993,1371000
2018-07-12,188.830002,194.809998,188.740005,194.660004,194.660004,2212300
2018-07-13,193.289993,193.979996,189.240005,191.059998,191.059998,1896500
2018-07-16,191.960007,192.000000,188.300003,189.080002,189.080002,1309400
2018-07-17,186.949997,191.669998,184.229996,191.199997,191.199997,1337300
2018-07-18,192.000000,194.020004,190.110001,192.009995,192.009995,1540400
2018-07-19,191.529999,192.729996,189.479996,190.039993,190.039993,953200
